eventId,title,category,rarity,choices,oncePerRun,cooldown,maxAppearances,hasChainMetadata,launchesChain,hasDelayedConsequence,hasHiddenConsequence,usesActorMemory,usesPriorDecision,modifiesIdeology,modifiesRelation,affectsOpponent,canRemoveCandidate,classicTriptych,mechanicallyConvergentOptions,hasMechanicallyIdenticalOptions,eligibleIdeologyFamilies,eligibleParties
party_reconquete_signature,Le référendum migratoire doit être cadré,party,common,2,true,8,,false,false,false,true,false,false,true,false,false,false,false,false,false,,reconquete
party_reconquete_local_asset,Les comités numériques cherchent du terrain,party,common,2,true,8,,false,false,false,false,false,false,false,false,false,false,false,false,false,,reconquete
party_reconquete_crisis_followup,Les comités de Saint-Cyr se coordonnent,party,uncommon,2,true,8,,true,false,false,true,true,false,false,false,false,false,false,false,false,,reconquete
party_reconquete_electorate,Les entrepreneurs attendent une ligne économique,party,common,2,true,8,,false,false,false,false,false,false,true,false,false,false,false,false,false,,reconquete
party_reconquete_program_dilemma,La souveraineté économique cherche ses instruments,party,common,2,true,8,,false,false,false,true,false,false,true,true,false,false,false,false,false,,reconquete
party_reconquete_runoff,La qualification bouleverse la stratégie,party,common,2,true,8,,false,false,false,true,false,false,false,true,false,false,false,false,false,,reconquete
party_reconquete_rare,Un réseau de cadres propose une fusion,party,rare,2,true,8,,false,false,false,true,false,false,false,true,false,false,false,false,false,,reconquete
party_nouvelle_energie_identity,Nouvelle Énergie doit prouver son utilité,party,common,3,true,8,,false,false,false,true,false,false,false,true,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_fronde,Raphaël Ternois pousse à la fusion,party,common,2,true,8,,true,true,false,false,true,false,false,true,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_alliance,Horizons propose une plateforme de gestion,party,common,3,true,8,,false,false,false,true,false,false,false,true,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_signature,Le permis d’entreprendre doit être défini,party,common,2,true,8,,false,false,false,true,false,false,true,false,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_local_asset,Des entrepreneurs prêtent leurs réseaux,party,common,2,true,8,,false,false,false,false,false,false,false,false,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_crisis_followup,La négociation de fusion arrive au vote,party,uncommon,2,true,8,,true,false,false,true,true,false,false,true,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_electorate,Les électeurs ignorent encore le mouvement,party,common,2,true,8,,false,false,false,false,false,false,true,false,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_program_dilemma,La baisse de dépense rencontre l’hôpital,party,common,2,true,8,,false,false,false,true,false,false,true,false,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_runoff,L’outsider doit former une majorité,party,common,2,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,nouvelle_energie
party_nouvelle_energie_rare,Un financement participatif dépasse les attentes,party,rare,2,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,nouvelle_energie
runoff_endorsement_wave,Les soutiens arrivent avec leurs conditions,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
runoff_final_debate,Le débat de lentre-deux-tours,between_rounds,common,4,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
runoff_vote_transfers,Les reports refusent la mécanique,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
runoff_favorite_pressure,Deux points davance à cinq jours,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
runoff_common_program,La coalition réclame une annexe,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
runoff_last_hours,Les dernières heures autorisées,between_rounds,common,3,true,8,,false,false,false,true,false,false,true,false,false,false,false,false,false,,
eliminated_endorse_candidate,Votre voix reste décisive,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
eliminated_no_instruction,Aucun finaliste ne porte votre ligne,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
eliminated_future_campaign,Le score ouvre une autre campagne,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
eliminated_personal_future,Votre mandat à la tête du parti,between_rounds,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
government_prime_minister,Le choix de Matignon,government,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
government_balance,Quinze ministres pour une coalition,government,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
government_first_address,La première adresse de lÉlysée,government,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
government_ministry_conflict,Deux alliés réclament Bercy,government,common,3,true,8,,false,false,false,true,false,false,false,false,false,false,false,false,false,,
