runKey,partyId,partyProfile,partyKind,agent,seedIndex,decisionIndex,date,phase,eventId,eventTitle,eventCategory,eventImportance,optionsCount,choiceId,choiceLabel,choiceTag,choiceStrategy,outcomeId,outcomeTitle,narrative,narrativeLength,visibleEffectsCount,decisiveFactorsCount,statementEvolution,pollBefore,pollAfter,pollDelta,rankBefore,rankAfter,intensityEstimate,isChain,isRare
ecologistes:opportuniste_electoral:2,ecologistes,ecologistes,existing,opportuniste_electoral,2,28,2027-04-24,between_rounds,runoff_common_program,La coalition réclame une annexe,between_rounds,major,3,common_program_all,Adopter les douze mesures et présenter le texte comme un nouveau contrat de second tour,OPPORTUNISTE,program_shift,common_program_twelve_measures,Le programme change de forme entre les deux tours,La coalition se mobilise sans réserve et certains électorats éliminés obtiennent des motifs clairs de report. Vos deux contradictions réapparaissent aussitôt et votre socle doute de la valeur des promesses du premier tour.,222,3,0,,14.05,13.4,-0.65,1,1,5,false,false
ecologistes:opportuniste_electoral:2,ecologistes,ecologistes,existing,opportuniste_electoral,2,29,2027-04-26,finished,runoff_last_hours,Les dernières heures autorisées,between_rounds,decisive,3,last_hours_address,Enregistrer une adresse courte résumant les trois engagements inchangés depuis le premier tour,PRÉSIDENTIEL,media_response,last_hours_consistent_address,Trois engagements ferment la campagne,La conclusion ne crée aucune controverse et rappelle ce qui a survécu aux alliances et aux débats. Elle renforce la cohérence perçue sans provoquer de dernier mouvement spectaculaire.,183,2,0,,13.4,14.04,0.64,1,1,6,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,1,2026-04-18,pre_campaign,media_front_page,La une vous prête un tournant,media,,3,front_page_balance,"Publier ensemble vos mesures pour l’investissement, les salaires et les droits des salariés",RASSEMBLEUR,media_response,front_page_balance_restored,Le tournant devient un contrat,"La publication simultanée empêche chaque camp de ne retenir qu’une moitié du projet. Elle ne satisfait pleinement ni les syndicats ni les dirigeants, mais rend la cohérence économique plus difficile à caricaturer.",213,2,0,initial_position,10.5,10.92,0.42,8,7,2,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,2,2026-05-04,pre_campaign,campaign_slogan_test,Le slogan divise le siège,campaign,routine,3,slogan_choose_break,Choisir le slogan de rupture et l’accompagner de trois engagements précis,CLIVANT,media_response,slogan_break_defined,La rupture reçoit un contenu,"Les trois engagements empêchent le slogan de rester abstrait. Le socle se mobilise, mais les électeurs recherchant la stabilité deviennent plus méfiants.",153,2,0,,10.92,11.07,0.15,7,7,2,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,3,2026-05-17,pre_campaign,internal_primary_debt,La promesse faite après la primaire,internal,,3,primary_debt_break,Refuser le poste promis et offrir seulement un droit d’amendement avant publication,OFFENSIF,break,primary_debt_broken,La promesse de primaire ne survit pas à la campagne,"Léquipe actuelle conserve son calendrier et son autorité. Le courant lésé cesse de fournir ses relais, documente la promesse initiale et attend le moment où son retrait sera le plus visible.",190,2,0,,11.07,10.9,-0.16,7,7,3,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,4,2026-05-31,pre_campaign,campaign_donation_drive,La collecte se bloque,campaign,notable,3,donations_bank_advance,Demander une avance bancaire et publier le taux ainsi que l’échéancier,TECHNIQUE,long_term_strategy,donations_credit_obtained,Le crédit maintient la tournée,"La banque accepte un montant inférieur à votre demande. L’échéancier transparent évite la polémique, mais le remboursement pèsera sur la fin de campagne.",153,2,0,,10.9,11.1,0.2,7,7,2,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,5,2026-06-16,pre_campaign,internal_recruitment,Cinq cents bénévoles sans mission,internal,,3,recruitment_field_now,Envoyer les volontaires dès samedi avec un script unique et des responsables de secteur,POPULAIRE,grassroots_mobilization,recruitment_immediate_field,Cinq cents gilets apparaissent en un week-end,"La visibilité surprend vos concurrents et des milliers de portes sont frappées. Quelques maladresses circulent en vidéo, sans annuler le signal d’une campagne capable de déployer rapidement ses soutiens.",203,3,0,,11.1,11.01,-0.09,7,7,4,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,6,2026-07-02,pre_campaign,media_prime_time_invite,Le fauteuil libéré au vingt heures,media,major,3,prime_time_accept_open,Accepter sans condition et préparer quatre réponses prioritaires pendant le trajet,RISQUÉ,personal_risk,prime_time_questions_expose_gap,Une lacune sous les projecteurs,"Une question sur les retraites révèle une contradiction entre deux fiches du programme. L’exposition reste précieuse, mais vos adversaires disposent désormais d’un angle simple pour le débat du lendemain.",204,2,0,,11.01,10.76,-0.25,7,8,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,7,2026-07-15,pre_campaign,program_end_of_life,La question de la fin de vie,program,major,4,end_of_life_active_assistance,Autoriser l’aide active à mourir sous conditions médicales strictes,CLIVANT,policy_commitment,end_of_life_law_progressive,"Une liberté nouvelle, encadrée",Les associations de patients saluent une avancée réclamée depuis des années. Une partie du corps soignant s’inquiète des conditions d’application et des cultes organisent une mobilisation contre le texte.,204,4,0,initial_position,10.76,10.7,-0.06,8,8,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,8,2026-07-31,pre_campaign,media_live_stream,Le direct des questions citoyennes,media,,2,livestream_continue_all,Reporter le déplacement suivant et répondre jusqu’à épuiser la file de questions,POPULAIRE,personal_risk,livestream_becomes_health_forum,Le direct change votre journée,"Deux heures supplémentaires transforment l’émission en forum de santé très suivi. Les soignants apprécient le temps accordé, tandis que l’équipe locale dont la visite est annulée se sent sacrifiée. La première échéance de l’avance bancaire réduit les moyens disponibles pour la dernière semaine.",295,4,0,initial_position,10.7,11.1,0.4,8,7,3,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,9,2026-08-15,campaign,campaign_student_forum,Le forum étudiant refuse les slogans,campaign,notable,3,students_rent_guarantee,Proposer une garantie publique de loyer ciblée sur les étudiants sans caution,TECHNIQUE,policy_commitment,students_guarantee_concrete,La garantie répond au premier obstacle,"Les associations reconnaissent une mesure directement utilisable et demandent son financement. Votre équipe obtient un soutien prudent, sans régler la pénurie de logements.",172,1,0,,11.1,11.11,0.01,7,7,2,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,10,2026-08-28,campaign,media_open_microphone,Le micro resté ouvert,media,major,3,open_mic_apology,Présenter vos excuses à Anaïs Vercel devant l’équipe et lui confirmer publiquement votre confiance,LOYAL,internal_discipline,open_mic_apology_received,Les excuses referment la blessure,Anaïs Vercel accepte les excuses sans nier les problèmes d’organisation. La crise devient l’occasion de redistribuer des responsabilités et l’équipe retient surtout que vous avez reconnu une faute personnelle.,209,2,0,,11.11,11.32,0.21,7,7,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,11,2026-09-11,campaign,party_ecologistes_local_asset,Des élus ruraux proposent une tournée,party,notable,2,ecologistes_local_rail_announcement,Organiser une seule étape à Clermont-Ferrand pour annoncer un plan de réouverture ferroviaire,OFFENSIF,media_response,ecologistes_local_rail_headline,Le ferroviaire donne un titre national,L’annonce impose un investissement identifiable et obtient une large couverture. Les élus invités regrettent que les difficultés de santé et de logement aient été réduites à un décor.,183,4,0,,11.32,11.51,0.2,7,5,4,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,12,2026-09-27,campaign,campaign_budget_arbitration,Le budget impose trois renoncements,campaign,major,3,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,internal_discipline,budget_expertise_internalized,Les experts internes reprennent la main,"Les contrats cessent et les permanents récupèrent les dossiers. Les économies sont nettes, mais l’équipe devra défendre seule les hypothèses les plus techniques.",161,2,0,,11.51,12.5,0.99,5,2,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,13,2026-10-11,campaign,internal_local_sections,Les sections refusent le kit national,internal,,3,local_sections_authorize,Autoriser le tract breton après chiffrage et intégrer sa proposition comme expérimentation régionale,RASSEMBLEUR,compromise,local_sections_breton_pilot,La proposition locale devient expérimentation,Les sections obtiennent une adaptation réelle sans transformer le document en programme parallèle. Le chiffrage retarde l’impression mais renforce la mobilisation et votre implantation en Bretagne.,197,3,0,,12.5,11.74,-0.76,2,3,4,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,14,2026-10-30,campaign,party_ecologistes_fronde,Maud Lestang rouvre le débat nucléaire,party,major,2,ecologistes_fronde_exit_calendar,Publier avec Maya Lestang un calendrier de fermeture conditionné aux capacités renouvelables installées,TECHNIQUE,compromise,ecologistes_fronde_conditional_exit,La sortie du nucléaire reçoit des conditions mesurables,Le texte réunit temporairement les deux camps autour de seuils publics. Les industriels contestent le rythme et Maya Lestang surveillera chaque formulation future sur l’énergie.,177,4,0,initial_position,11.74,12.17,0.43,3,2,5,true,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,15,2026-11-16,campaign,party_ecologistes_alliance,Le PS offre des circonscriptions urbaines,party,major,3,ecologistes_alliance_autonomy,Investir des candidatures autonomes et proposer seulement des désistements après le premier tour,CLIVANT,long_term_strategy,ecologistes_alliance_independent,L’autonomie devient la règle dans les métropoles,Les militants disposent d’une campagne clairement écologiste et les listes locales recrutent leurs propres bénévoles. Le PS réplique en contestant l’utilité de la candidature nationale.,185,3,0,,12.17,12.49,0.32,2,2,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,16,2026-12-01,campaign,campaign_bus_breakdown,Le car tombe en panne,campaign,routine,3,bus_cafe_exchange,Annuler la scène prévue et ouvrir un échange dans le café voisin,RISQUÉ,personal_risk,bus_cafe_improvised,Le café offre une conversation inattendue,"Quarante personnes discutent sans pupitre ni musique. La séquence touche par sa simplicité, mais l’équipe qui attendait à destination se sent abandonnée.",153,3,0,,12.49,9.5,-2.99,2,8,3,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,17,2026-12-17,official_campaign,world_energy_price_spike,Le gaz double en une semaine,world,decisive,3,energy_spike_price_cap,Plafonner toutes les factures pendant six mois et financer l’écart par emprunt,POPULAIRE,policy_commitment,energy_spike_universal_cap,Six mois de prix bloqués,La mesure est immédiatement lisible et protège chaque ménage contre le choc. Son coût dépend de la durée de la crise et réduit l’incitation à économiser le gaz au moment où les stocks sont tendus.,196,4,0,,9.5,12.83,3.33,8,2,6,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,18,2027-01-02,official_campaign,debate_post_show_spin,Les soutiens envahissent le plateau,debate,major,4,post_show_allies,Répartir les plateaux entre vos alliés selon les thèmes qu’ils maîtrisent le mieux,RASSEMBLEUR,alliance,post_show_coalition_team,La coalition prolonge le débat,"Chaque soutien développe une partie différente du projet et l’équipe paraît prête à gouverner. Les interventions divergent légèrement sur les mesures nouvelles, révélant le coût d’un récit moins centralisé.",206,2,0,,12.83,13.21,0.37,2,1,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,19,2027-01-21,official_campaign,party_ecologistes_crisis_followup,La ligne énergétique revient au congrès,party,major,2,ecologistes_crisis_candidate_line,Fixer vous-même la trajectoire énergétique et demander au conseil fédéral un vote de confiance,PRÉSIDENTIEL,personal_risk,ecologistes_crisis_confidence_vote,La trajectoire devient un vote sur la candidate,Une majorité valide le calendrier et permet de reprendre la campagne nationale. La minorité battue transforme son désaccord technique en contestation durable de la méthode.,172,3,0,,13.21,13.35,0.15,1,1,5,true,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,20,2027-02-10,official_campaign,program_secularism,La laïcité à l’épreuve du quotidien,program,major,3,secularism_current_framework,En rester au cadre actuel et former les agents publics à son application,TECHNIQUE,policy_commitment,secularism_training_effort,La formation plutôt qu’une nouvelle loi,"La proposition est concrète et administrativement réaliste, ce qui rassure les agents concernés. Elle ne répond pas aux attentes des camps qui espéraient un signal politique plus net, dans un sens ou dans l’autre.",213,5,0,contradiction,13.35,8.1,-5.25,1,8,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,21,2027-03-01,official_campaign,debate_challenge_frontrunner,Provoquer le favori en duel,debate,major,4,challenge_frontrunner_decline,Décliner le duel et publier un communiqué comparant les programmes chiffrés,PRUDENT,silence,challenge_frontrunner_declined,Le terrain du programme plutôt que du plateau,"Le communiqué évite le risque d’un dérapage en direct et documente vos chiffres. Le camp adverse et une partie de la presse dénoncent une esquive, ce qui alimente le sujet plus longtemps que prévu.",197,2,0,,8.1,13.07,4.97,8,2,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,22,2027-03-17,official_campaign,world_floods,La Garonne sort de son lit,world,decisive,3,floods_go_now,Rejoindre immédiatement un centre de coordination sans caméra et suivre les tâches attribuées,RISQUÉ,personal_risk,floods_coordination_visit,Une présence acceptée mais inutile au commandement,"Les autorités vous laissent rencontrer les équipes hors des zones opérationnelles. Votre discrétion évite la gêne, mais le déplacement mobilise tout de même une escorte et suscite un débat sur son utilité.",205,3,0,,13.07,13,-0.06,2,2,6,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,23,2027-04-02,official_campaign,program_family_reunification,Le regroupement familial en question,program,major,3,family_reunification_extend_delay,Fixer à trois ans le délai de résidence requis avant regroupement familial,CLIVANT,policy_commitment,family_reunification_delay_extended,"Un délai plus long, un signal de fermeté",La mesure répond à une demande de contrôle exprimée dans vos réunions publiques. Des associations familiales et certains partenaires sociaux dénoncent une séparation prolongée des familles déjà installées.,205,4,0,initial_position,13,13.05,0.05,2,1,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,24,2027-04-17,between_rounds,party_ecologistes_signature,La rénovation thermique doit changer d’échelle,party,major,2,ecologistes_signature_local_grants,Déléguer les aides aux régions avec des objectifs nationaux et un guichet par bassin de vie,INSTITUTIONNEL,program_shift,ecologistes_signature_regional,Les régions pilotent la rénovation,"Le dispositif s’adapte aux bâtiments et aux entreprises locales, tout en renforçant l’implantation territoriale. Les différences de capacité administrative risquent de creuser les écarts entre régions.",201,3,0,,13.05,13.2,0.15,1,1,5,false,false
ecologistes:opportuniste_electoral:3,ecologistes,ecologistes,existing,opportuniste_electoral,3,25,2027-04-18,finished,eliminated_endorse_candidate,Votre voix reste décisive,between_rounds,major,3,endorse_candidate_contract,Négocier trois mesures publiques avec un finaliste avant dannoncer votre soutien,OPPORTUNISTE,negotiation,endorse_candidate_policy_contract,Trois mesures donnent un prix au ralliement,Le contrat offre à vos électeurs une influence vérifiable et installe votre parti comme partenaire du prochain pouvoir. Vos adversaires parlent de marchandage et votre héritage dépendra du respect de ces mesures.,212,3,0,,13.2,13.19,-0.02,1,1,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,1,2026-04-18,pre_campaign,media_documentary_access,La caméra derrière la porte,media,,3,documentary_rules,Ouvrir les réunions logistiques mais protéger les échanges personnels et les négociations confidentielles,PRUDENT,negotiation,documentary_access_framed,Une transparence avec des portes identifiées,"Le contrat distingue clairement les espaces filmables. La production conserve son indépendance et l’équipe sait où elle peut parler librement, ce qui limite les scènes spectaculaires mais protège la confiance interne.",217,2,0,,12.6,10.73,-1.87,2,8,3,true,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,2,2026-05-02,pre_campaign,program_integration_contract,"Le contrat d’intégration, jusqu’où aller",program,notable,3,integration_contract_mandatory_tests,Imposer un contrat d’intégration obligatoire avec tests de langue et de compétences civiques,INSTITUTIONNEL,policy_commitment,integration_contract_mandatory,Un cadre obligatoire et évalué,La mesure donne un cadre national lisible et répond à une demande de clarté sur les attentes réciproques. Des associations d’accompagnement alertent sur le risque d’exclusion des personnes les plus fragiles si les tests sont trop exigeants.,240,4,0,initial_position,10.73,11.02,0.29,8,7,3,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,3,2026-05-16,pre_campaign,party_ecologistes_program_dilemma,La taxe carbone divise les alliés,party,major,2,ecologistes_program_industry_only,Abandonner la hausse sur les ménages et concentrer le prix carbone sur les grands sites industriels,PRUDENT,compromise,ecologistes_program_industrial_carbon,Le signal carbone se concentre sur l’industrie,Les partenaires sociaux acceptent plus facilement le texte et le risque de colère immédiate recule. Les recettes diminuent et les industriels exposés réclament des protections supplémentaires.,192,4,0,,11.02,11.27,0.25,7,7,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,4,2026-06-03,pre_campaign,internal_recruitment,Cinq cents bénévoles sans mission,internal,,3,recruitment_field_now,Envoyer les volontaires dès samedi avec un script unique et des responsables de secteur,POPULAIRE,grassroots_mobilization,recruitment_immediate_field,Cinq cents gilets apparaissent en un week-end,"La visibilité surprend vos concurrents et des milliers de portes sont frappées. Quelques maladresses circulent en vidéo, sans annuler le signal d’une campagne capable de déployer rapidement ses soutiens.",203,3,0,,11.27,7.8,-3.47,7,8,4,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,5,2026-06-15,pre_campaign,campaign_factory_visit,L’atelier industriel de Saint-Nazaire,campaign,notable,3,factory_listen_shift,Renoncer au discours préparé et tenir une réunion avec l’équipe de nuit,POPULAIRE,grassroots_mobilization,factory_night_shift,L’équipe de nuit impose ses priorités,"Les échanges font remonter le coût des transports et les horaires de garde. Vous gagnez la confiance du site, mais aucune annonce nationale ne ressort.",151,2,0,,7.8,11.6,3.8,8,4,2,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,6,2026-07-01,pre_campaign,campaign_donation_drive,La collecte se bloque,campaign,notable,3,donations_small_match,Lancer une semaine de petits dons avec un objectif public quotidien,TRANSPARENT,grassroots_mobilization,donations_daily_goal,Les petits dons relancent la caisse,"Les objectifs quotidiens sont atteints quatre jours sur sept. La somme ne couvre pas tout, mais transforme plusieurs donateurs en bénévoles actifs.",147,2,0,,11.6,11.67,0.07,4,4,2,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,7,2026-07-20,pre_campaign,internal_primary_debt,La promesse faite après la primaire,internal,,3,primary_debt_honor,Honorer la promesse et organiser une passation publique avec léquipe actuelle,LOYAL,internal_discipline,primary_debt_honored,La dette de primaire est payée,Le courant rejoint pleinement la campagne et la passation conserve le travail déjà produit. Les responsables remplacés acceptent difficilement un arbitrage fondé sur une promesse politique plutôt que sur leur performance.,221,2,0,,11.67,11.82,0.15,4,3,3,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,8,2026-08-02,pre_campaign,program_climate_adaptation,La France à cinquante degrés,program,major,3,climate_adaptation_fund,"Créer un fonds pluriannuel pour l’eau, les écoles, les hôpitaux et les logements exposés",INSTITUTIONNEL,policy_commitment,adaptation_fund_created,L’adaptation reçoit un budget durable,Les collectivités peuvent enfin planifier les travaux au-delà d’un exercice budgétaire. Le montant nécessaire est élevé et concurrence plusieurs promesses sociales déjà annoncées.,179,3,0,initial_position,11.82,12.1,0.28,3,2,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,9,2026-08-15,campaign,media_past_words,Une promesse revient au montage,media,major,3,past_words_restore_first,Revenir à votre première position et reconnaître que le dernier infléchissement allait trop loin,LOYAL,policy_commitment,past_words_line_restored,Le programme retrouve son point fixe,"Le retour rassure les militants attachés au texte adopté, mais expose votre précédent repositionnement comme une erreur. La cohésion remonte pendant que les nouveaux soutiens doutent de la stabilité de votre parole.",215,2,0,initial_position,12.1,12.45,0.35,2,2,5,true,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,10,2026-08-28,campaign,campaign_bus_breakdown,Le car tombe en panne,campaign,routine,3,bus_remote_townhall,Maintenir la réunion en visioconférence et envoyer votre équipe sur place,PRUDENT,media_response,bus_remote_kept,La réunion tient malgré la distance,"L’équipe locale conduit les échanges pendant que vous répondez à l’écran. Le format fonctionne, sans remplacer la présence attendue par les habitants.",150,3,0,,12.45,12.57,0.12,2,2,3,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,11,2026-09-16,campaign,scandal_donation_route,Un virement suit un trajet complexe,scandal,major,3,donation_route_keep,Conserver le don sur la foi d’une attestation simple et répondre seulement si la commission interroge,RISQUÉ,personal_risk,donation_route_kept,"L’argent reste disponible, la question aussi","L’attestation satisfait provisoirement la banque et permet de payer une tournée. Elle ne documente pas les virements intermédiaires, qui restent une faiblesse lors du contrôle final.",182,2,0,,12.57,12.53,-0.04,2,2,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,12,2026-10-02,campaign,party_ecologistes_alliance,Le PS offre des circonscriptions urbaines,party,major,3,ecologistes_alliance_autonomy,Investir des candidatures autonomes et proposer seulement des désistements après le premier tour,CLIVANT,long_term_strategy,ecologistes_alliance_independent,L’autonomie devient la règle dans les métropoles,Les militants disposent d’une campagne clairement écologiste et les listes locales recrutent leurs propres bénévoles. Le PS réplique en contestant l’utilité de la candidature nationale.,185,3,0,,12.53,9.6,-2.93,2,8,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,13,2026-10-21,campaign,alliance_left_roundtable,Le PS propose trois engagements communs,alliance,major,3,left_roundtable_refuse,Refuser la réunion et maintenir que le rassemblement doit se faire derrière votre programme,OFFENSIF,break,left_roundtable_refused,La compétition à gauche se durcit,Votre socle apprécie une ligne sans compromis et le PS transforme le refus en argument sur votre isolement. Une alliance ultérieure demandera désormais une concession plus importante.,183,2,0,,9.6,12.96,3.36,8,1,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,14,2026-11-04,campaign,internal_congress_motion,Une motion réclame un congrès,internal,major,3,congress_hold_vote,"Convoquer le congrès, limiter son ordre du jour à léconomie et appliquer son vote",INSTITUTIONNEL,internal_discipline,congress_vote_binding,Le congrès tranche réellement,Le débat révèle les fractures mais le vote donne une ligne commune et opposable à tous. Vous cédez une part de contrôle sur le programme en échange d’une cohésion renforcée.,173,2,0,,12.96,13.27,0.31,1,1,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,15,2026-11-18,campaign,scandal_supplier_overbilling,L’imprimeur a doublé une ligne,scandal,,3,supplier_overbilling_credit,"Accepter l’avoir, auditer les trois derniers devis et maintenir le fournisseur sous contrôle renforcé",PRUDENT,legal_action,supplier_overbilling_audited,L’avoir s’accompagne d’un audit,Les autres devis sont corrects et le doublon apparaît isolé. Le contrôle renforcé protège la suite du contrat sans interrompre l’impression des affiches déjà attendues.,168,3,0,,13.27,13.5,0.23,1,1,4,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,16,2026-12-03,official_campaign,campaign_attacked_by_rival_pole,Une attaque frontale de La France insoumise,campaign,notable,3,attacked_by_lfi_counter_attack,Répondre en accusant le programme adverse d’être financièrement irréaliste,OFFENSIF,break,attacked_by_lfi_counter,L’escalade plutôt que la désescalade,"La contre-attaque marque les esprits et mobilise votre camp. Elle ferme aussi la porte à toute discussion ultérieure avec cet électorat, qui se sent visé à son tour.",165,4,0,,13.5,11.6,-1.9,1,3,3,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,17,2026-12-20,official_campaign,internal_staff_fatigue,Le siège arrive à saturation,internal,,3,staff_fatigue_cancel,"Annuler deux déplacements, instaurer une journée de repos et redistribuer les astreintes",PRUDENT,internal_discipline,staff_fatigue_rest,Le calendrier perd deux étapes et gagne de la fiabilité,"Les équipes locales déçues obtiennent des visioconférences et le siège retrouve un rythme soutenable. Votre présence médiatique recule brièvement, tandis que les erreurs logistiques diminuent.",192,3,0,,11.6,13.82,2.22,3,1,4,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,18,2027-01-07,official_campaign,debate_unknown_question,La question venue de Mayotte,debate,major,4,unknown_question_admit,Reconnaître que vous ignorez le chiffre local et annoncer une réponse documentée sous vingt-quatre heures,TRANSPARENT,media_response,unknown_question_honest_limit,"Une limite reconnue, une réponse attendue","L’aveu surprend dans un débat où chacun prétend tout maîtriser. Votre équipe publie le lendemain des données vérifiées et un calendrier, ce qui transforme la lacune en preuve de méthode. Le dossier promis sur Mayotte est publié avec des chiffres vérifiés.",255,5,0,,13.82,14.15,0.33,1,1,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,19,2027-01-22,official_campaign,media_front_page,La une vous prête un tournant,media,,3,front_page_balance,"Publier ensemble vos mesures pour l’investissement, les salaires et les droits des salariés",RASSEMBLEUR,media_response,front_page_balance_restored,Le tournant devient un contrat,"La publication simultanée empêche chaque camp de ne retenir qu’une moitié du projet. Elle ne satisfait pleinement ni les syndicats ni les dirigeants, mais rend la cohérence économique plus difficile à caricaturer.",213,2,0,initial_position,14.15,14.64,0.49,1,1,2,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,20,2027-02-10,official_campaign,party_ecologistes_fronde,Maud Lestang rouvre le débat nucléaire,party,major,2,ecologistes_fronde_exit_calendar,Publier avec Maya Lestang un calendrier de fermeture conditionné aux capacités renouvelables installées,TECHNIQUE,compromise,ecologistes_fronde_conditional_exit,La sortie du nucléaire reçoit des conditions mesurables,Le texte réunit temporairement les deux camps autour de seuils publics. Les industriels contestent le rythme et Maya Lestang surveillera chaque formulation future sur l’énergie.,177,5,0,gradual_evolution,14.64,15,0.36,1,1,5,true,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,21,2027-02-27,official_campaign,program_pensions,La ligne de départ des retraites,program,major,4,pensions_return_62,Ramener l’âge légal à soixante-deux ans et financer l’écart par une hausse ciblée des cotisations,POPULAIRE,policy_commitment,pensions_62_contributions,Le retour à soixante-deux ans est financé,"La mesure mobilise les salariés opposés au relèvement de l’âge et assume son coût par une recette identifiable. Les entreprises dénoncent la hausse de cotisations, qui devient le principal angle d’attaque économique.",216,4,0,initial_position,15,15.36,0.36,1,1,5,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,22,2027-03-18,official_campaign,alliance_fictional_celebrity,Une chanteuse veut soutenir la campagne,alliance,,3,celebrity_support_speech,Accepter le concert et publier à l’avance le cadre politique de son intervention,TRANSPARENT,alliance,celebrity_support_framed,Le concert porte une mesure précise,Nina Sorel raconte son engagement sans parler au nom de la campagne et attire un public nouveau. Le cadre publié évite la confusion entre soutien artistique et expertise programmatique.,185,4,0,,15.36,15.49,0.14,1,1,4,false,false
ecologistes:parti_dabord:0,ecologistes,ecologistes,existing,parti_dabord,0,23,2027-04-01,official_campaign,program_europe,La règle européenne à changer,program,major,3,europe_national_opt_out,Demander une clause dexception nationale et suspendre les règles contestées en cas de refus,OFFENSIF,break,europe_opt_out_ultimatum,La clause dexception devient un ultimatum,La position séduit les électeurs attachés à l’autonomie nationale et inquiète les acteurs économiques exposés à l’Union. Vos partenaires potentiels exigent désormais de connaître précisément les règles visées.,209,3,0,initial_position,15.49,15.57,0.08,1,1,5,false,false
