eventId,eventTitle,choiceId,choiceLabel,timesEncounteredTotal,timesChosen,selectionShare,avgPollDelta,agentsChoosingIt,dominant
rare_fragmented_congress,Neuf groupes rendent la majorité incertaine,fragmented_congress_new_election,Refuser toute coalition et annoncer que vous redonnerez la parole aux électeurs en cas de blocage durable,25,13,0.52,-0.434,aleatoire|mediatique|risque|contrarien,false
scandal_supplier_overbilling,L’imprimeur a doublé une ligne,supplier_overbilling_credit,"Accepter l’avoir, auditer les trois derniers devis et maintenir le fournisseur sous contrôle renforcé",77,40,0.519,0.21,prudent|ideologiquement_coherent|opportuniste_electoral|parti_dabord|aleatoire,false
runoff_vote_transfers,Les reports refusent la mécanique,vote_transfers_local_meetings,Organiser six réunions dirigées par les anciens candidats et répondre sans modifier le programme,147,76,0.517,0.147,aleatoire|prudent|risque|parti_dabord,false
scandal_family_hire,La directrice a recruté son frère,family_hire_rebid,"Interrompre la mission, payer le travail livré et relancer un appel d’offres documenté",64,33,0.516,-0.071,risque|ideologiquement_coherent|aleatoire|prudent,false
debate_post_show_spin,Les soutiens envahissent le plateau,post_show_balanced,Reconnaître la réponse territoriale insuffisante et publier dès le matin une proposition corrigée,117,60,0.513,0.244,aleatoire|ideologiquement_coherent|prudent|risque,false
scandal_false_resume,Une ligne du CV est fausse,false_resume_resign,"Demander sa démission, corriger sa biographie et publier les contributions qu’il a réellement produites",43,22,0.512,0.037,aleatoire|risque|ideologiquement_coherent,false
campaign_volunteer_surge,Le siège déborde de bénévoles,volunteers_data_research,Confier aux bénévoles une enquête téléphonique sans accès aux données sensibles,137,69,0.504,0.134,prudent|ideologiquement_coherent|opportuniste_electoral|mediatique|aleatoire,false
internal_volunteer_conflict,Deux équipes se disputent le terrain,volunteer_conflict_digital,Maintenir l’opération vidéo et demander à Samira Bellon d’en mesurer elle-même l’audience locale,60,30,0.5,-0.304,aleatoire|risque|opportuniste_electoral|mediatique|contrarien,false
internal_congress_motion,Une motion réclame un congrès,congress_hold_vote,"Convoquer le congrès, limiter son ordre du jour à léconomie et appliquer son vote",58,29,0.5,0.409,prudent|parti_dabord|opportuniste_electoral|aleatoire,false
party_ps_crisis_followup,La contribution fiscale revient devant le parti,ps_crisis_members_ballot,Faire ratifier le compromis fiscal par tous les adhérents avant l’impression du programme,8,4,0.5,0.515,prudent|risque|ideologiquement_coherent|parti_dabord,false
campaign_donation_drive,La collecte se bloque,donations_bank_advance,Demander une avance bancaire et publier le taux ainsi que l’échéancier,72,36,0.5,-0.078,ideologiquement_coherent|prudent|opportuniste_electoral|mediatique|aleatoire,false
party_ps_crisis_followup,La contribution fiscale revient devant le parti,ps_crisis_candidate_arbitration,Publier votre propre barème fiscal et demander aux courants de s’y rallier sans nouveau vote,8,4,0.5,1.625,opportuniste_electoral|mediatique,false
party_ecologistes_signature,La rénovation thermique doit changer d’échelle,ecologistes_signature_public_operator,Créer un opérateur public qui avance les aides et se rembourse sur les économies d’énergie,16,8,0.5,0.526,aleatoire|prudent|risque|contrarien,false
party_ecologistes_signature,La rénovation thermique doit changer d’échelle,ecologistes_signature_local_grants,Déléguer les aides aux régions avec des objectifs nationaux et un guichet par bassin de vie,16,8,0.5,0.179,ideologiquement_coherent|opportuniste_electoral|parti_dabord|mediatique|contrarien,false
party_renaissance_local_asset,Les parlementaires proposent cent permanences,renaissance_local_national_kit,Fournir le même matériel national aux permanences et refuser toute adaptation programmatique,8,4,0.5,0.273,aleatoire|prudent|mediatique|contrarien,false
party_renaissance_local_asset,Les parlementaires proposent cent permanences,renaissance_local_constituency_contracts,Signer avec chaque parlementaire un contrat local limité à deux priorités vérifiables,8,4,0.5,0.278,risque|ideologiquement_coherent|opportuniste_electoral|parti_dabord,false
party_lr_identity,LR fixe ses deux frontières,lr_identity_government_right,Publier dix conditions de gouvernement et refuser tout accord national avant le premier tour,10,5,0.5,0.326,prudent|risque|ideologiquement_coherent,false
alliance_right_convention,Le RN invite à une convention commune,right_convention_attend,Participer à la convention et négocier une consigne réciproque sans programme commun,12,6,0.5,-0.405,opportuniste_electoral|parti_dabord|prudent,false
party_rn_alliance,Reconquête propose un pacte de non-agression,rn_alliance_absorb_voters,Refuser le pacte et adresser directement une lettre aux électeurs de Reconquête,20,10,0.5,-0.481,aleatoire|opportuniste_electoral|mediatique|contrarien,false
party_reconquete_fronde,Hélène Saint-Cyr refuse l’élargissement,reconquete_fronde_close_channels,Retirer à Hélène Saint-Cyr les canaux nationaux et publier seul le calendrier économique,18,9,0.5,-0.267,aleatoire|opportuniste_electoral|mediatique|contrarien,false
party_reconquete_fronde,Hélène Saint-Cyr refuse l’élargissement,reconquete_fronde_joint_convention,"Coécrire avec Hélène Saint-Cyr une convention liant immigration, école et travail",18,9,0.5,0.259,aleatoire|prudent|risque|ideologiquement_coherent|parti_dabord,false
party_nouvelle_energie_runoff,L’outsider doit former une majorité,nouvelle_energie_runoff_civic_government,Publier une équipe fictive issue de la société civile et demander des soutiens sans accord de postes,28,14,0.5,0.208,aleatoire|risque|opportuniste_electoral|mediatique|contrarien,false
party_nouvelle_energie_runoff,L’outsider doit former une majorité,nouvelle_energie_runoff_coalition,Signer un contrat de coalition avec Horizons et LR en répartissant cinq ministères prioritaires,28,14,0.5,0.353,aleatoire|prudent|ideologiquement_coherent|parti_dabord,false
internal_spokesperson_mistake,La porte-parole annonce trop tôt,spokesperson_correct,Corriger publiquement l’annonce et maintenir la porte-parole après un rappel des procédures,93,46,0.495,0.826,aleatoire|prudent|ideologiquement_coherent|parti_dabord,false
debate_challenge_frontrunner,Provoquer le favori en duel,challenge_frontrunner_decline,Décliner le duel et publier un communiqué comparant les programmes chiffrés,93,46,0.495,0.393,prudent|opportuniste_electoral|parti_dabord|contrarien|aleatoire,false
program_wages,Le salaire net au centre,wages_branch_negotiations,Conditionner les allègements de cotisations à des négociations salariales conclues dans chaque branche,81,40,0.494,0.212,prudent|risque|ideologiquement_coherent|parti_dabord|aleatoire,false
runoff_endorsement_wave,Les soutiens arrivent avec leurs conditions,endorsement_wave_bilateral,Négocier séparément trois garanties publiques sans modifier le socle du programme,152,75,0.493,0.221,prudent|risque|opportuniste_electoral|aleatoire,false
scandal_campaign_data,Un fichier militant sort du siège,campaign_data_suspend_tools,Suspendre tous les outils militants pendant quarante-huit heures et reconstruire les droits d’accès,65,32,0.492,-0.283,prudent|mediatique|risque|aleatoire,false
world_international_crisis,Une crise ferme un détroit,international_national_independence,Annoncer un plan français de relocalisation sans prendre position sur la confrontation,61,30,0.492,0.019,prudent|parti_dabord|contrarien|aleatoire|ideologiquement_coherent,false
program_digital_rights,Vie privée et réseaux : la ligne numérique,digital_rights_moderation_only,Doubler les moyens de modération sans nouvelle obligation d’identification en ligne,53,26,0.491,0.488,prudent|ideologiquement_coherent|contrarien|risque|aleatoire,false
alliance_fictional_celebrity,Une chanteuse veut soutenir la campagne,celebrity_support_decline,Décliner le soutien pour conserver une campagne sans vedette et proposer une rencontre privée,57,28,0.491,0.249,prudent|aleatoire|ideologiquement_coherent|opportuniste_electoral,false
scandal_donation_route,Un virement suit un trajet complexe,donation_route_keep,Conserver le don sur la foi d’une attestation simple et répondre seulement si la commission interroge,41,20,0.488,-0.323,risque|aleatoire|parti_dabord|contrarien|opportuniste_electoral|mediatique,false
media_local_press,Six rédactions face au désert médical,local_press_doctor_requirement,Conditionner l’installation des nouveaux médecins à plusieurs années dans une zone sous-dotée,160,78,0.487,0.314,aleatoire|ideologiquement_coherent|opportuniste_electoral|parti_dabord|mediatique|contrarien,false
program_school,La promesse faite à l’école,school_teacher_pay,Augmenter les salaires enseignants contre deux heures hebdomadaires dédiées au suivi des élèves,89,43,0.483,0.923,prudent|risque|parti_dabord|ideologiquement_coherent|aleatoire,false
campaign_slogan_test,Le slogan divise le siège,slogan_choose_govern,Choisir le slogan de gouvernement et publier votre calendrier des cent jours,110,53,0.482,-0.219,prudent|risque|ideologiquement_coherent|aleatoire,false
program_energy,Le mix électrique de 2040,energy_nuclear_renewables,"Programmer six réacteurs et accélérer simultanément le solaire, l’éolien et les réseaux",104,50,0.481,-0.046,risque|aleatoire|prudent|ideologiquement_coherent,false
eliminated_endorse_candidate,Votre voix reste décisive,endorse_candidate_contract,Négocier trois mesures publiques avec un finaliste avant dannoncer votre soutien,27,13,0.481,-0.028,mediatique|contrarien|aleatoire|opportuniste_electoral,false
campaign_rally_security,Le meeting change de dispositif,security_follow_protocol,Maintenir le meeting en appliquant intégralement le protocole préfectoral,50,24,0.48,0.472,prudent|risque|opportuniste_electoral|aleatoire|parti_dabord,false
campaign_final_rally,Le dernier grand meeting,final_rally_contract,Récapituler cinq engagements déjà chiffrés et annoncer leur ordre d’exécution,25,12,0.48,0.521,aleatoire|prudent|ideologiquement_coherent,false
alliance_poach_rival_cadre,Un cadre écologiste tenté par un ralliement,poach_rival_cadre_private_talks,"Négocier en privé, sans aucune annonce avant un accord ferme",71,34,0.479,-0.47,aleatoire|risque|prudent,false
campaign_bus_breakdown,Le car tombe en panne,bus_remote_townhall,Maintenir la réunion en visioconférence et envoyer votre équipe sur place,105,50,0.476,0.049,prudent|parti_dabord|contrarien|aleatoire,false
party_ps_fronde,Élise Marceau conteste la synthèse,ps_fronde_internal_vote,Convoquer le conseil national et mettre la plateforme de Marceau en minorité par un vote public,21,10,0.476,-1.069,aleatoire|opportuniste_electoral|mediatique|contrarien,false
party_horizons_crisis_followup,Le mandat de négociation arrive à échéance,horizons_crisis_close_talks,Clore les négociations vous-même et proposer à Théo Lagrive de diriger la campagne locale,21,10,0.476,0.013,aleatoire|ideologiquement_coherent|opportuniste_electoral|mediatique,false
program_integration_contract,"Le contrat d’intégration, jusqu’où aller",integration_contract_mandatory_tests,Imposer un contrat d’intégration obligatoire avec tests de langue et de compétences civiques,141,67,0.475,0.194,opportuniste_electoral|parti_dabord|aleatoire|risque|ideologiquement_coherent,false
party_lfi_identity,LFI choisit entre mouvement et candidat,lfi_identity_candidate,Centraliser la parole autour dAriane Valmont et limiter les tracts aux textes validés,19,9,0.474,0.76,aleatoire|opportuniste_electoral|mediatique|contrarien,false
rare_exceptional_powers,Le débat sur les pouvoirs exceptionnels,exceptional_powers_guardrails,Promettre une consultation publique du Conseil constitutionnel et un contrôle parlementaire renforcé,19,9,0.474,0.243,prudent|risque|ideologiquement_coherent|opportuniste_electoral|aleatoire,false
program_climate_adaptation,La France à cinquante degrés,climate_insurance,Obliger les assureurs à couvrir les risques climatiques avec garantie publique en dernier ressort,93,44,0.473,0.036,aleatoire|ideologiquement_coherent|mediatique|prudent|contrarien,false
scandal_local_expenses,Des notes de frais se mélangent,local_expenses_separate,"Faire rembourser la part municipale, corriger les comptes et publier le montant exact",74,35,0.473,-0.092,prudent|ideologiquement_coherent|aleatoire,false
program_climate_adaptation,La France à cinquante degrés,climate_adaptation_fund,"Créer un fonds pluriannuel pour l’eau, les écoles, les hôpitaux et les logements exposés",93,44,0.473,0.161,risque|opportuniste_electoral|contrarien|parti_dabord|aleatoire|ideologiquement_coherent,false
media_unflattering_photo,La photographie du quai vide,photo_self_mockery,Détourner vous-même la photographie en invitant les internautes au prochain meeting,55,26,0.473,-0.223,parti_dabord|risque|opportuniste_electoral|aleatoire,false
rare_civil_suspension,Votre voix ne tient plus,civil_suspension_rest,"Suivre lavis médical, annuler les discours et laisser vos responsables répondre aux questions",15,7,0.467,-1.351,prudent|ideologiquement_coherent|parti_dabord,false
rare_civil_suspension,Votre voix ne tient plus,civil_suspension_whisper,Maintenir le grand meeting et parler malgré lavis médical avec une intervention raccourcie,15,7,0.467,-1.593,opportuniste_electoral|risque|contrarien,false
media_live_stream,Le direct des questions citoyennes,livestream_answer_three,Répondre à trois questions hospitalières puis conclure avec le calendrier de votre réforme,144,67,0.465,0.218,aleatoire|prudent|parti_dabord|contrarien|ideologiquement_coherent,false
eliminated_no_instruction,Aucun finaliste ne porte votre ligne,no_instruction_criteria,Publier cinq critères démocratiques et laisser chaque électeur comparer les finalistes,28,13,0.464,0.129,risque|aleatoire|prudent|ideologiquement_coherent,false
internal_major_donor,Un donateur demande un rendez-vous,major_donor_private,Accepter le rendez-vous sans caméra et publier seulement la liste des sujets abordés,52,24,0.462,0.369,parti_dabord|risque|opportuniste_electoral|contrarien|aleatoire,false
party_nouvelle_energie_local_asset,Des entrepreneurs prêtent leurs réseaux,nouvelle_energie_local_open_workshops,Transformer les salles proposées en ateliers ouverts avec publication des participants et des conclusions,13,6,0.462,-1.337,risque|ideologiquement_coherent|opportuniste_electoral|parti_dabord,false
runoff_favorite_pressure,Deux points davance à cinq jours,favorite_pressure_attack,Diffuser un dossier comparatif offensif sur les contradictions du finaliste,205,94,0.459,0.178,aleatoire|risque|opportuniste_electoral|mediatique|contrarien,false
rare_hologram_revolt,Le double numérique refuse de démarrer,hologram_phone,Appeler la salle de Toulouse en visioconférence ordinaire et répondre à ses questions,24,11,0.458,0.232,ideologiquement_coherent|opportuniste_electoral|prudent,false
world_industrial_closure,Une aciérie annonce sa fermeture,closure_market_buyer,Conditionner toute aide à un repreneur privé présentant un carnet de commandes vérifiable,11,5,0.455,0.798,prudent|parti_dabord,false
campaign_official_launch,Le lancement depuis Saint-Denis,launch_costed_purchasing_power,"Ouvrir par le pouvoir d’achat, son coût et sa source de financement",33,15,0.455,0.995,risque|opportuniste_electoral|contrarien|aleatoire|ideologiquement_coherent,false
party_ecologistes_crisis_followup,La ligne énergétique revient au congrès,ecologistes_crisis_candidate_line,Fixer vous-même la trajectoire énergétique et demander au conseil fédéral un vote de confiance,11,5,0.455,-0.008,risque|opportuniste_electoral|mediatique|contrarien,false
party_lr_local_asset,Les fédérations ouvrent leurs permanences,lr_local_national_battlegrounds,Concentrer les moyens sur quinze territoires choisis par les données nationales,11,5,0.455,-0.01,aleatoire|prudent|ideologiquement_coherent|opportuniste_electoral,false
party_rn_local_asset,Les petites villes ouvrent la campagne,rn_local_security_rally,Regrouper les étapes en un meeting sur la sécurité et diffuser les interventions nationales,11,5,0.455,0.078,opportuniste_electoral|parti_dabord|mediatique|contrarien,false
campaign_regional_rally,Le meeting quitte la capitale,regional_toulouse_climate,Tenir le meeting à Toulouse et proposer un plan chaleur-logement,128,58,0.453,0.207,aleatoire|prudent|contrarien|risque|ideologiquement_coherent,false
internal_volunteer_conflict,Deux équipes se disputent le terrain,volunteer_conflict_split_day,Partager la journée entre porte-à-porte le matin et production vidéo l’après-midi,60,27,0.45,-0.247,prudent|ideologiquement_coherent|parti_dabord|aleatoire,false
program_end_of_life,La question de la fin de vie,end_of_life_active_assistance,Autoriser l’aide active à mourir sous conditions médicales strictes,100,45,0.45,0.305,ideologiquement_coherent|opportuniste_electoral|parti_dabord|mediatique|contrarien|aleatoire,false
program_school_values,Ce que l’école doit transmettre,school_values_pedagogical_freedom,Maintenir la liberté pédagogique des établissements sur les enseignements civiques,65,29,0.446,0.117,parti_dabord|ideologiquement_coherent|aleatoire|contrarien|prudent,false
alliance_parliamentary_group,Douze députés offrent leur expérience,parliamentary_group_charter,Signer une charte de soutien libre avec réunion hebdomadaire et désaccords publiables,72,32,0.444,0.42,aleatoire|contrarien|risque|opportuniste_electoral,false
world_rival_leadership_split,La dissidence prend forme chez Reconquête,rival_leadership_split_neutral,Reconnaître la rupture sans prendre position sur ses conséquences,27,12,0.444,-0.677,parti_dabord|opportuniste_electoral|mediatique,false
party_ecologistes_identity,Les Écologistes arbitrent leur méthode,ecologistes_identity_regions,Accorder à chaque région un quart du budget et le choix d’une priorité territoriale,9,4,0.444,0.113,aleatoire|prudent|risque|parti_dabord,false
media_foreign_interview,La France vue depuis Bruxelles,foreign_interview_veto,Annoncer que la France bloquera les prochaines décisions jusqu’à obtenir une renégociation,9,4,0.444,-0.26,parti_dabord|risque|aleatoire,false
media_foreign_interview,La France vue depuis Bruxelles,foreign_interview_coalition,Proposer une coalition de pays volontaires avant de renégocier la règle commune,9,4,0.444,0.165,opportuniste_electoral|aleatoire|ideologiquement_coherent,false
media_economic_morning,Le chiffrage de la matinale,economic_morning_exact,Annoncer de mémoire un coût précis et défendre immédiatement son financement,18,8,0.444,-0.527,opportuniste_electoral|risque|aleatoire|ideologiquement_coherent,false
party_nouvelle_energie_crisis_followup,La négociation de fusion arrive au vote,nouvelle_energie_crisis_legislative_pact,Maintenir la présidentielle mais conclure avec LR un pacte limité aux législatives,18,8,0.444,-0.046,prudent|ideologiquement_coherent|opportuniste_electoral|mediatique,false
custom_vertical_council,Le conseil fondateur refuse une investiture imposée,custom_vertical_internal_vote,Organiser un vote des adhérents entre votre candidate et celle proposée par le conseil,9,4,0.444,0.788,prudent|ideologiquement_coherent,false
campaign_door_to_door,Cent quartiers en porte-à-porte,doors_single_measure,Défendre la mesure phare à chaque porte et recueillir les objections précises,32,14,0.438,0.072,aleatoire|ideologiquement_coherent|parti_dabord|mediatique,false
campaign_door_to_door,Cent quartiers en porte-à-porte,doors_listening_notebooks,Confier aux équipes un carnet d’écoute et publier la synthèse nationale,32,14,0.438,0.464,aleatoire|prudent|risque|opportuniste_electoral,false
internal_staff_fatigue,Le siège arrive à saturation,staff_fatigue_hold_course,Maintenir l’agenda et verser une prime exceptionnelle à tous les salariés mobilisés,64,28,0.438,0.285,risque|contrarien|aleatoire|mediatique,false
party_lr_signature,La sécurité du quotidien exige des moyens,lr_signature_visible_patrols,Réaffecter immédiatement des unités administratives vers les patrouilles dans cinquante villes,16,7,0.438,-0.174,aleatoire|opportuniste_electoral|mediatique|contrarien,false
internal_recruitment,Cinq cents bénévoles sans mission,recruitment_field_now,Envoyer les volontaires dès samedi avec un script unique et des responsables de secteur,135,59,0.437,-1.177,aleatoire|opportuniste_electoral|parti_dabord|mediatique|contrarien,false
campaign_factory_visit,L’atelier industriel de Saint-Nazaire,factory_training_contract,Proposer un contrat de formation financé avec la région et l’entreprise,155,67,0.432,0.791,prudent|risque|ideologiquement_coherent|aleatoire,false
runoff_last_hours,Les dernières heures autorisées,last_hours_address,Enregistrer une adresse courte résumant les trois engagements inchangés depuis le premier tour,170,73,0.429,0.345,aleatoire|prudent|ideologiquement_coherent|opportuniste_electoral,false
world_heatwave,Quarante-quatre degrés à Lyon,heatwave_indoor_meeting,Maintenir un meeting intérieur consacré au climat avec jauge réduite et soignants invités,21,9,0.429,-1.21,risque|mediatique|aleatoire,false
party_renaissance_fronde,Salomé Varenne défend le bilan,renaissance_fronde_remove,Retirer Salomé Varenne du comité stratégique et confier le bilan à une équipe indépendante,21,9,0.429,0.214,aleatoire|opportuniste_electoral|mediatique|contrarien,false
party_horizons_electorate,Les retraités modérés parlent des soins,horizons_electorate_health_houses,Financer mille maisons de santé cogérées par les communes et les professionnels,14,6,0.429,0.618,aleatoire|ideologiquement_coherent|contrarien,false
party_nouvelle_energie_signature,Le permis d’entreprendre doit être défini,nouvelle_energie_signature_single_portal,Créer un dossier unique avec réponse obligatoire des administrations sous trente jours,14,6,0.429,-0.205,aleatoire|prudent|ideologiquement_coherent,false
government_balance,Quinze ministres pour une coalition,government_balance_coalition,Répartir les ministères proportionnellement aux soutiens du second tour avec exigence de parité,85,36,0.424,0.039,aleatoire|risque|parti_dabord|contrarien,false
program_europe,La règle européenne à changer,europe_national_opt_out,Demander une clause dexception nationale et suspendre les règles contestées en cas de refus,130,55,0.423,0.431,risque|ideologiquement_coherent|parti_dabord|contrarien|aleatoire,false
media_short_video,Une minute sur les loyers,short_video_emergency_housing,Annoncer la garantie publique des loyers étudiants et renvoyer le financement au programme,26,11,0.423,0.506,ideologiquement_coherent|opportuniste_electoral|mediatique|contrarien,false
party_lfi_identity,LFI choisit entre mouvement et candidat,lfi_identity_groups,Donner aux groupes daction un budget local et un droit damendement sur les tracts,19,8,0.421,0.614,aleatoire|prudent|risque|parti_dabord,false
scandal_treasurer_invoices,Les factures sans pièce ressortent,treasurer_invoices_keep,"Maintenir Maud Keravel, publier sa chronologie et compléter les dossiers avec chaque fournisseur",107,45,0.421,0.386,opportuniste_electoral|parti_dabord|mediatique|aleatoire,false
rare_exceptional_powers,Le débat sur les pouvoirs exceptionnels,exceptional_powers_never,Annoncer que vous n’utiliserez jamais ces pouvoirs et proposer leur suppression constitutionnelle,19,8,0.421,0.124,aleatoire|parti_dabord|contrarien|mediatique|ideologiquement_coherent,false
internal_nomination_rules,Les règles de la liste commune,nomination_vote,Faire élire les responsables par les adhérents avec une représentation minimale de chaque courant,88,37,0.42,-0.131,prudent|risque|parti_dabord|aleatoire,false
media_open_microphone,Le micro resté ouvert,open_mic_blame_context,Accuser la chaîne d’avoir diffusé une conversation privée et refuser de commenter le fond,138,58,0.42,-0.449,prudent|mediatique|contrarien|aleatoire,false
campaign_slogan_test,Le slogan divise le siège,slogan_choose_break,Choisir le slogan de rupture et l’accompagner de trois engagements précis,110,46,0.418,0.081,opportuniste_electoral|parti_dabord|mediatique|aleatoire,false
world_floods,La Garonne sort de son lit,floods_cancel_donate,"Annuler le déplacement, mettre le local réservé à disposition des secours et suspendre la communication",67,28,0.418,-0.114,parti_dabord|ideologiquement_coherent|mediatique|prudent|aleatoire,false
campaign_weather_disaster,La pluie emporte la tournée,weather_cancel_help,Annuler la tournée et mettre les véhicules du parti à disposition des associations,67,28,0.418,-0.468,opportuniste_electoral|parti_dabord|mediatique|aleatoire|ideologiquement_coherent,false
scandal_audit_conclusion,L’audit clôt le dossier des factures,audit_conclusion_vindication,Proclamer Maud Keravel blanchie et rejeter les recommandations comme des précautions bureaucratiques,96,40,0.417,-0.11,aleatoire|parti_dabord|mediatique|contrarien,false
party_lfi_electorate,Les abstentionnistes demandent une preuve,lfi_electorate_registration,Mobiliser les groupes daction pour informer sur linscription et les procurations sans consigne de vote,12,5,0.417,1.25,prudent|risque|ideologiquement_coherent,false
party_ps_local_asset,Les maires socialistes ouvrent leurs réseaux,ps_local_material_only,Utiliser les permanences municipales pour le matériel sans modifier la tournée nationale,12,5,0.417,0.034,aleatoire|prudent|ideologiquement_coherent,false
alliance_right_convention,Le RN invite à une convention commune,right_convention_debate,Accepter un débat bilatéral sans photographie commune ni discussion de désistement,12,5,0.417,-0.164,mediatique|aleatoire|ideologiquement_coherent,false
campaign_attacked_by_rival_pole,Une attaque frontale de La France insoumise,attacked_by_lfi_counter_attack,Répondre en accusant le programme adverse d’être financièrement irréaliste,77,32,0.416,0.398,aleatoire|opportuniste_electoral|mediatique|parti_dabord|risque,false
campaign_regional_rally,Le meeting quitte la capitale,regional_lille_industry,Tenir le meeting à Lille et détailler le plan de réindustrialisation,128,53,0.414,0.21,ideologiquement_coherent|opportuniste_electoral|parti_dabord|mediatique|contrarien|aleatoire,false
debate_expose_contradiction_centrist,Une contradiction chez le camp centriste,expose_contradiction_offer_debate,Proposer un débat de fond sur les retraites sans mentionner l’archive,75,31,0.413,-0.026,ideologiquement_coherent|opportuniste_electoral|parti_dabord|aleatoire,false
party_reconquete_crisis_followup,Les comités de Saint-Cyr se coordonnent,reconquete_crisis_online_ballot,Organiser un vote sécurisé des adhérents sur les cinq priorités de campagne,17,7,0.412,0.44,aleatoire|risque|parti_dabord|contrarien,false
scandal_treasurer_invoices,Les factures sans pièce ressortent,treasurer_invoices_publish,"Publier les factures, suspendre Maud Keravel et saisir un expert indépendant jusquà conclusion",107,44,0.411,0.099,risque|ideologiquement_coherent|aleatoire|prudent,false
program_health,Le prochain budget de la santé,health_prevention_budget,Réserver dix pour cent des crédits nouveaux à la prévention et publier des objectifs sanitaires,107,44,0.411,0.048,prudent|contrarien|aleatoire|ideologiquement_coherent,false
campaign_bus_breakdown,Le car tombe en panne,bus_cafe_exchange,Annuler la scène prévue et ouvrir un échange dans le café voisin,105,43,0.41,0.085,aleatoire|risque|ideologiquement_coherent|opportuniste_electoral,false
world_international_crisis,Une crise ferme un détroit,international_european_statement,Demander une déclaration européenne commune sur la liberté de navigation et la désescalade,61,25,0.41,0.247,risque|ideologiquement_coherent|aleatoire|opportuniste_electoral|mediatique,false
eliminated_endorse_candidate,Votre voix reste décisive,endorse_candidate_unconditional,Soutenir le finaliste le plus proche sans négocier de poste ni modifier votre programme,27,11,0.407,0.085,prudent|risque|ideologiquement_coherent|aleatoire,false
media_prime_time_invite,Le fauteuil libéré au vingt heures,prime_time_accept_open,Accepter sans condition et préparer quatre réponses prioritaires pendant le trajet,160,65,0.406,-0.462,risque|opportuniste_electoral|mediatique|aleatoire,false
alliance_fictional_celebrity,Une chanteuse veut soutenir la campagne,celebrity_support_housing_forum,"Transformer le concert en forum sur le logement avec associations, étudiants et élus locaux",57,23,0.404,-0.489,aleatoire|risque|contrarien|mediatique,false
party_lfi_runoff,LFI doit élargir sans se renier,lfi_runoff_common_left,Négocier un contrat de dix mesures avec le PS et Les Écologistes pour les cent premiers jours,25,10,0.4,-0.224,aleatoire|risque|opportuniste_electoral|mediatique|contrarien,false
eliminated_personal_future,Votre mandat à la tête du parti,personal_future_resign,Annoncer votre démission immédiate et confier lintérim à une direction collégiale,15,6,0.4,0.072,risque|aleatoire|ideologiquement_coherent,false
party_ecologistes_electorate,Les locataires redoutent les interdictions,ecologistes_electorate_guaranteed_loan,Garantir les prêts des petits propriétaires en échange d’un loyer modéré négocié,15,6,0.4,1.385,aleatoire|parti_dabord|contrarien,false
party_ecologistes_program_dilemma,La taxe carbone divise les alliés,ecologistes_program_industry_only,Abandonner la hausse sur les ménages et concentrer le prix carbone sur les grands sites industriels,10,4,0.4,0.205,prudent|parti_dabord|contrarien,false
world_energy_price_spike,Le gaz double en une semaine,energy_spike_targeted_aid,Financer un chèque ciblé sur les ménages modestes et les petites entreprises exposées,15,6,0.4,-0.102,risque|prudent,false
world_energy_price_spike,Le gaz double en une semaine,energy_spike_price_cap,Plafonner toutes les factures pendant six mois et financer l’écart par emprunt,15,6,0.4,1.92,opportuniste_electoral|mediatique|contrarien,false
world_budget_warning,La Cour des comptes alerte,budget_warning_ignore,Contester le calendrier de l’alerte et défendre chaque promesse sans nouveau chiffrage,20,8,0.4,-0.207,aleatoire|parti_dabord|contrarien|mediatique,false
world_budget_warning,La Cour des comptes alerte,budget_warning_recost,Rechiffrer tout le programme et retirer les mesures sans recette identifiée sous cinq jours,20,8,0.4,0.034,prudent|ideologiquement_coherent|risque,false
campaign_small_business,La PME teste votre réforme,sme_defend_macro,Maintenir la réforme et défendre ses effets à l’échelle nationale,20,8,0.4,-1.901,ideologiquement_coherent|mediatique|parti_dabord,false
party_horizons_alliance,Les Républicains proposent un pacte local,horizons_alliance_central_priority,Refuser le pacte LR et proposer aux maires Renaissance une plateforme de gestion commune,15,6,0.4,0.045,aleatoire|prudent|ideologiquement_coherent|opportuniste_electoral,false
party_horizons_runoff,Le centre droit négocie son élargissement,horizons_runoff_government_contract,Publier seule un contrat de gouvernement puis demander des soutiens sans négocier les postes,25,10,0.4,0.982,aleatoire|prudent|ideologiquement_coherent|mediatique,false
party_horizons_alliance,Les Républicains proposent un pacte local,horizons_alliance_presidential_condition,Conditionner toute coopération locale à un soutien public avant la campagne officielle,15,6,0.4,-0.067,risque|mediatique|contrarien,false
eliminated_personal_future,Votre mandat à la tête du parti,personal_future_congress,"Rester jusquau congrès, présenter votre bilan et ne pas intervenir dans la succession",15,6,0.4,0.205,contrarien|prudent|aleatoire,false
party_lr_identity,LR fixe ses deux frontières,lr_identity_right_competition,Durcir les propositions régaliennes et exclure toute négociation avec le bloc central,10,4,0.4,0.013,aleatoire|parti_dabord|mediatique|contrarien,false
party_nouvelle_energie_alliance,Horizons propose une plateforme de gestion,nouvelle_energie_alliance_one_project,Limiter la coopération à un projet de décentralisation présenté par les deux candidates,10,4,0.4,-0.337,aleatoire|prudent|ideologiquement_coherent|parti_dabord,false
