runKey,peakDecisionIndex,peakEventTitle,peakEventCategory,peakIntensity,matchesEngineBestDecision
ecologiste_radical:risque:2,2,"L’immigration de travail, un choix économique assumé ou non",program,5,false
souverainiste:prudent:0,23,Le studio plonge dans le noir,rare,6,false
souverainiste:prudent:1,11,La Garonne sort de son lit,world,6,false
souverainiste:prudent:2,3,La Garonne sort de son lit,world,6,false
souverainiste:aleatoire:0,17,Les factures sans pièce ressortent,scandal,6,false
souverainiste:aleatoire:1,17,Neuf candidats face au climat,debate,6,false
souverainiste:aleatoire:2,3,La Garonne sort de son lit,world,6,false
souverainiste:ideologiquement_coherent:0,14,Neuf candidats face au climat,debate,6,false
souverainiste:ideologiquement_coherent:1,17,Neuf candidats face au climat,debate,6,false
souverainiste:ideologiquement_coherent:2,3,La Garonne sort de son lit,world,6,true
souverainiste:risque:0,14,Neuf candidats face au climat,debate,6,false
souverainiste:risque:1,17,Neuf candidats face au climat,debate,6,false
souverainiste:risque:2,3,La Garonne sort de son lit,world,6,false
ecologistes:contrarien:1055,2,Le lancement depuis Saint-Denis,campaign,5,false
ps:contrarien:1063,12,Un fichier militant sort du siège,scandal,6,false
