eventId,title,category,rarity,occurrences,meanIntensity,meanAbsPollDelta,choiceEntropyNormalized,dominantChoiceShare,isChain,isRare,compositeScore,grade
internal_local_sections,Les sections refusent le kit national,internal,common,422,3.71,0.71,0.684,0.713,false,false,43.7,B
party_horizons_identity,Horizons doit sortir de l’attente,party,common,70,5,0.64,0.684,0.643,false,false,43.5,B
party_horizons_rupture_old_guard_distances,LR et Renaissance ferment la porte,party,common,14,5,1.22,0.75,0.786,false,false,42.3,B
campaign_citizens_convention,La convention citoyenne réclame une réponse,campaign,common,146,5,0.51,0.641,0.678,false,false,41,B
world_security_attack,Une attaque frappe un lieu public,world,uncommon,4,6,0.31,0.811,0.75,false,false,38.8,C
party_horizons_founder_blessing,Paul Auriac loue une candidate loyale à la ligne,party,uncommon,13,4,0.81,0.391,0.923,true,false,36.3,F
debate_frontrunner_retaliation,La riposte du favori,debate,common,63,4,1.27,0.4,0.921,false,false,33.3,F
party_horizons_rupture_new_courtship,Nouvelle Énergie propose un rapprochement inattendu,party,common,9,5,0.5,0.503,0.889,false,false,27,C
party_renaissance_legacy_credited,L’aveu initial est mis à l’épreuve du concret,party,uncommon,3,5,2.03,0,1,true,false,21.2,D
party_renaissance_generation_test,"Les nouveaux visages doivent livrer, pas seulement apparaître",party,common,6,5,0.02,0,1,true,false,13.6,D
party_horizons_runoff_continuity,Le bloc central formalise son choix,party,common,16,6,0.59,0,1,false,false,6.4,F
party_horizons_continuity_elders_dividend,Les réseaux d’élus veulent encaisser leur loyauté,party,common,8,5,0.73,0,1,false,false,5,F
party_horizons_coalition_stretch_test,La coalition tiraillée par deux exigences incompatibles,party,common,1,6,0.44,0,1,false,false,2.1,F
