pairId,endorsementId,acceptScore,declineScore,scoreDelta,acceptQualified,declineQualified,qualificationChanged
cfC-endorsement_kervadec_left_intellectual-1547,endorsement_kervadec_left_intellectual,86,86,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1552,endorsement_cazalis_institutional_continuity,70,83,-13,true,true,false
cfC-endorsement_kervadec_left_intellectual-1555,endorsement_kervadec_left_intellectual,96,97,-1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1560,endorsement_cazalis_institutional_continuity,80,79,1,true,true,false
cfC-endorsement_ravignan_historic_right-1561,endorsement_ravignan_historic_right,66,65,1,false,false,false
cfC-endorsement_ravignan_historic_right-1569,endorsement_ravignan_historic_right,51,51,0,false,false,false
cfC-endorsement_ravignan_historic_right-1577,endorsement_ravignan_historic_right,55,54,1,false,false,false
cfC-endorsement_aurousseau_green_governance-1583,endorsement_aurousseau_green_governance,53,53,0,false,false,false
cfC-endorsement_cazalis_institutional_continuity-1584,endorsement_cazalis_institutional_continuity,90,87,3,true,true,false
cfC-endorsement_ravignan_historic_right-1585,endorsement_ravignan_historic_right,57,56,1,false,false,false
cfC-endorsement_chastagnier_social_democratic-1586,endorsement_chastagnier_social_democratic,76,76,0,true,true,false
cfC-endorsement_ravignan_historic_right-1601,endorsement_ravignan_historic_right,45,43,2,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-1604,endorsement_esteves_liberal_entrepreneur,92,92,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-1611,endorsement_kervadec_left_intellectual,96,96,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1612,endorsement_esteves_liberal_entrepreneur,78,78,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-1619,endorsement_kervadec_left_intellectual,92,92,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1626,endorsement_chastagnier_social_democratic,90,84,6,true,true,false
cfC-endorsement_ferrandi_local_network-1630,endorsement_ferrandi_local_network,76,76,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-1651,endorsement_kervadec_left_intellectual,95,95,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1658,endorsement_chastagnier_social_democratic,96,96,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1660,endorsement_esteves_liberal_entrepreneur,75,75,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1664,endorsement_cazalis_institutional_continuity,76,73,3,true,true,false
cfC-endorsement_chastagnier_social_democratic-1666,endorsement_chastagnier_social_democratic,100,100,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-1669,endorsement_brancourt_sovereigntist,43,43,0,false,false,false
cfC-endorsement_cazalis_institutional_continuity-1672,endorsement_cazalis_institutional_continuity,83,83,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1684,endorsement_esteves_liberal_entrepreneur,69,69,0,true,true,false
cfC-endorsement_ferrandi_local_network-1686,endorsement_ferrandi_local_network,78,78,0,true,true,false
cfC-endorsement_ravignan_historic_right-1697,endorsement_ravignan_historic_right,59,58,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-1701,endorsement_brancourt_sovereigntist,77,77,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1724,endorsement_esteves_liberal_entrepreneur,93,93,0,true,true,false
cfC-endorsement_ferrandi_local_network-1726,endorsement_ferrandi_local_network,85,84,1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1728,endorsement_cazalis_institutional_continuity,75,74,1,true,true,false
cfC-endorsement_kervadec_left_intellectual-1731,endorsement_kervadec_left_intellectual,97,97,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1738,endorsement_chastagnier_social_democratic,95,95,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-1739,endorsement_kervadec_left_intellectual,97,97,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1744,endorsement_cazalis_institutional_continuity,83,83,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-1747,endorsement_kervadec_left_intellectual,89,90,-1,true,true,false
cfC-endorsement_chastagnier_social_democratic-1754,endorsement_chastagnier_social_democratic,89,90,-1,true,true,false
cfC-endorsement_ferrandi_local_network-1758,endorsement_ferrandi_local_network,85,85,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1762,endorsement_chastagnier_social_democratic,97,97,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1764,endorsement_esteves_liberal_entrepreneur,92,92,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-1765,endorsement_brancourt_sovereigntist,55,56,-1,false,false,false
cfC-endorsement_ferrandi_local_network-1766,endorsement_ferrandi_local_network,88,88,0,true,true,false
cfC-endorsement_ferrandi_local_network-1774,endorsement_ferrandi_local_network,80,80,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1796,endorsement_esteves_liberal_entrepreneur,73,73,0,true,true,false
cfC-endorsement_ferrandi_local_network-1798,endorsement_ferrandi_local_network,81,80,1,true,true,false
cfC-endorsement_ferrandi_local_network-1806,endorsement_ferrandi_local_network,73,73,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1810,endorsement_chastagnier_social_democratic,98,98,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1812,endorsement_esteves_liberal_entrepreneur,92,92,0,true,true,false
cfC-endorsement_ferrandi_local_network-1838,endorsement_ferrandi_local_network,81,81,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1842,endorsement_chastagnier_social_democratic,92,92,0,true,true,false
cfC-endorsement_aurousseau_green_governance-1847,endorsement_aurousseau_green_governance,71,70,1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1848,endorsement_cazalis_institutional_continuity,93,88,5,true,true,false
cfC-endorsement_ravignan_historic_right-1849,endorsement_ravignan_historic_right,60,60,0,false,false,false
cfC-endorsement_chastagnier_social_democratic-1858,endorsement_chastagnier_social_democratic,95,95,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1860,endorsement_esteves_liberal_entrepreneur,92,92,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-1861,endorsement_brancourt_sovereigntist,55,54,1,false,false,false
cfC-endorsement_kervadec_left_intellectual-1875,endorsement_kervadec_left_intellectual,100,100,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1876,endorsement_esteves_liberal_entrepreneur,86,85,1,true,true,false
cfC-endorsement_aurousseau_green_governance-1879,endorsement_aurousseau_green_governance,79,58,21,true,false,true
cfC-endorsement_cazalis_institutional_continuity-1888,endorsement_cazalis_institutional_continuity,44,46,-2,false,false,false
cfC-endorsement_brancourt_sovereigntist-1893,endorsement_brancourt_sovereigntist,85,85,0,true,true,false
cfC-endorsement_aurousseau_green_governance-1895,endorsement_aurousseau_green_governance,30,29,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-1901,endorsement_brancourt_sovereigntist,97,87,10,true,true,false
cfC-endorsement_brancourt_sovereigntist-1909,endorsement_brancourt_sovereigntist,65,65,0,false,false,false
cfC-endorsement_aurousseau_green_governance-1911,endorsement_aurousseau_green_governance,86,86,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1914,endorsement_chastagnier_social_democratic,100,100,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-1917,endorsement_brancourt_sovereigntist,88,89,-1,true,true,false
cfC-endorsement_ferrandi_local_network-1918,endorsement_ferrandi_local_network,78,77,1,true,true,false
cfC-endorsement_ravignan_historic_right-1921,endorsement_ravignan_historic_right,47,47,0,false,false,false
cfC-endorsement_cazalis_institutional_continuity-1928,endorsement_cazalis_institutional_continuity,83,83,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-1931,endorsement_kervadec_left_intellectual,98,98,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-1932,endorsement_esteves_liberal_entrepreneur,54,54,0,false,false,false
cfC-endorsement_cazalis_institutional_continuity-1936,endorsement_cazalis_institutional_continuity,89,87,2,true,true,false
cfC-endorsement_brancourt_sovereigntist-1941,endorsement_brancourt_sovereigntist,89,89,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-1954,endorsement_chastagnier_social_democratic,93,93,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-1957,endorsement_brancourt_sovereigntist,53,54,-1,false,false,false
cfC-endorsement_cazalis_institutional_continuity-1960,endorsement_cazalis_institutional_continuity,86,85,1,true,true,false
cfC-endorsement_ravignan_historic_right-1961,endorsement_ravignan_historic_right,54,54,0,false,false,false
cfC-endorsement_ravignan_historic_right-1985,endorsement_ravignan_historic_right,56,56,0,false,false,false
cfC-endorsement_aurousseau_green_governance-1991,endorsement_aurousseau_green_governance,83,83,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-1992,endorsement_cazalis_institutional_continuity,91,90,1,true,true,false
cfC-endorsement_brancourt_sovereigntist-2013,endorsement_brancourt_sovereigntist,89,89,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2026,endorsement_chastagnier_social_democratic,100,100,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2031,endorsement_aurousseau_green_governance,51,51,0,false,false,false
cfC-endorsement_ravignan_historic_right-2033,endorsement_ravignan_historic_right,46,45,1,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2044,endorsement_esteves_liberal_entrepreneur,83,84,-1,true,true,false
cfC-endorsement_brancourt_sovereigntist-2061,endorsement_brancourt_sovereigntist,75,75,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2066,endorsement_chastagnier_social_democratic,91,91,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2074,endorsement_chastagnier_social_democratic,88,88,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2084,endorsement_esteves_liberal_entrepreneur,91,91,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2090,endorsement_chastagnier_social_democratic,94,94,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2096,endorsement_cazalis_institutional_continuity,89,89,0,true,true,false
cfC-endorsement_ravignan_historic_right-2097,endorsement_ravignan_historic_right,67,66,1,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2104,endorsement_cazalis_institutional_continuity,91,91,0,true,true,false
cfC-endorsement_ravignan_historic_right-2105,endorsement_ravignan_historic_right,54,53,1,false,false,false
cfC-endorsement_aurousseau_green_governance-2111,endorsement_aurousseau_green_governance,50,47,3,false,false,false
cfC-endorsement_chastagnier_social_democratic-2122,endorsement_chastagnier_social_democratic,98,98,0,true,true,false
cfC-endorsement_ferrandi_local_network-2126,endorsement_ferrandi_local_network,90,89,1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2128,endorsement_cazalis_institutional_continuity,76,77,-1,true,true,false
cfC-endorsement_aurousseau_green_governance-2135,endorsement_aurousseau_green_governance,42,41,1,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2136,endorsement_cazalis_institutional_continuity,84,86,-2,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2144,endorsement_cazalis_institutional_continuity,64,63,1,false,false,false
cfC-endorsement_ferrandi_local_network-2150,endorsement_ferrandi_local_network,87,87,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2152,endorsement_cazalis_institutional_continuity,70,69,1,true,true,false
cfC-endorsement_brancourt_sovereigntist-2157,endorsement_brancourt_sovereigntist,82,82,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2159,endorsement_aurousseau_green_governance,51,51,0,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2160,endorsement_cazalis_institutional_continuity,85,89,-4,true,true,false
cfC-endorsement_aurousseau_green_governance-2175,endorsement_aurousseau_green_governance,27,26,1,false,false,false
cfC-endorsement_kervadec_left_intellectual-2195,endorsement_kervadec_left_intellectual,96,96,0,true,true,false
cfC-endorsement_ferrandi_local_network-2206,endorsement_ferrandi_local_network,57,56,1,false,false,false
cfC-endorsement_ferrandi_local_network-2214,endorsement_ferrandi_local_network,75,75,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2218,endorsement_chastagnier_social_democratic,86,85,1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2224,endorsement_cazalis_institutional_continuity,87,85,2,true,true,false
cfC-endorsement_brancourt_sovereigntist-2237,endorsement_brancourt_sovereigntist,90,90,0,true,true,false
cfC-endorsement_ferrandi_local_network-2238,endorsement_ferrandi_local_network,80,80,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-2243,endorsement_kervadec_left_intellectual,98,99,-1,true,true,false
cfC-endorsement_ferrandi_local_network-2246,endorsement_ferrandi_local_network,82,82,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-2253,endorsement_brancourt_sovereigntist,80,80,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2260,endorsement_esteves_liberal_entrepreneur,54,55,-1,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2268,endorsement_esteves_liberal_entrepreneur,93,93,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2272,endorsement_cazalis_institutional_continuity,82,83,-1,true,true,false
cfC-endorsement_kervadec_left_intellectual-2275,endorsement_kervadec_left_intellectual,97,97,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2282,endorsement_chastagnier_social_democratic,93,93,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2284,endorsement_esteves_liberal_entrepreneur,57,57,0,false,false,false
cfC-endorsement_ravignan_historic_right-2289,endorsement_ravignan_historic_right,60,59,1,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2292,endorsement_esteves_liberal_entrepreneur,68,68,0,false,false,false
cfC-endorsement_aurousseau_green_governance-2295,endorsement_aurousseau_green_governance,42,41,1,false,false,false
cfC-endorsement_ravignan_historic_right-2297,endorsement_ravignan_historic_right,80,81,-1,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2308,endorsement_esteves_liberal_entrepreneur,81,81,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2311,endorsement_aurousseau_green_governance,61,61,0,false,false,false
cfC-endorsement_chastagnier_social_democratic-2314,endorsement_chastagnier_social_democratic,95,95,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-2315,endorsement_kervadec_left_intellectual,96,96,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2320,endorsement_cazalis_institutional_continuity,80,81,-1,true,true,false
cfC-endorsement_ravignan_historic_right-2321,endorsement_ravignan_historic_right,66,65,1,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2324,endorsement_esteves_liberal_entrepreneur,88,88,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2336,endorsement_cazalis_institutional_continuity,59,59,0,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2348,endorsement_esteves_liberal_entrepreneur,86,86,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2351,endorsement_aurousseau_green_governance,40,39,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-2365,endorsement_brancourt_sovereigntist,64,64,0,false,false,false
cfC-endorsement_aurousseau_green_governance-2367,endorsement_aurousseau_green_governance,37,37,0,false,false,false
cfC-endorsement_ravignan_historic_right-2377,endorsement_ravignan_historic_right,53,52,1,false,false,false
cfC-endorsement_ravignan_historic_right-2385,endorsement_ravignan_historic_right,59,58,1,false,false,false
cfC-endorsement_kervadec_left_intellectual-2387,endorsement_kervadec_left_intellectual,91,91,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2392,endorsement_cazalis_institutional_continuity,89,85,4,true,true,false
cfC-endorsement_ravignan_historic_right-2393,endorsement_ravignan_historic_right,66,64,2,false,false,false
cfC-endorsement_ravignan_historic_right-2401,endorsement_ravignan_historic_right,65,64,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-2405,endorsement_brancourt_sovereigntist,93,93,0,true,true,false
cfC-endorsement_ravignan_historic_right-2409,endorsement_ravignan_historic_right,69,69,0,false,false,false
cfC-endorsement_ravignan_historic_right-2417,endorsement_ravignan_historic_right,63,63,0,false,false,false
cfC-endorsement_ravignan_historic_right-2425,endorsement_ravignan_historic_right,44,43,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-2429,endorsement_brancourt_sovereigntist,91,91,0,true,true,false
cfC-endorsement_ferrandi_local_network-2430,endorsement_ferrandi_local_network,88,87,1,true,true,false
cfC-endorsement_aurousseau_green_governance-2439,endorsement_aurousseau_green_governance,44,43,1,false,false,false
cfC-endorsement_chastagnier_social_democratic-2442,endorsement_chastagnier_social_democratic,99,99,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2444,endorsement_esteves_liberal_entrepreneur,89,89,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2450,endorsement_chastagnier_social_democratic,96,96,0,true,true,false
cfC-endorsement_kervadec_left_intellectual-2451,endorsement_kervadec_left_intellectual,86,86,0,true,true,false
cfC-endorsement_ravignan_historic_right-2457,endorsement_ravignan_historic_right,57,56,1,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2460,endorsement_esteves_liberal_entrepreneur,90,90,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2463,endorsement_aurousseau_green_governance,44,43,1,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2464,endorsement_cazalis_institutional_continuity,88,88,0,true,true,false
cfC-endorsement_ravignan_historic_right-2465,endorsement_ravignan_historic_right,58,58,0,false,false,false
cfC-endorsement_esteves_liberal_entrepreneur-2476,endorsement_esteves_liberal_entrepreneur,85,85,0,true,true,false
cfC-endorsement_ferrandi_local_network-2478,endorsement_ferrandi_local_network,84,77,7,true,true,false
cfC-endorsement_aurousseau_green_governance-2479,endorsement_aurousseau_green_governance,84,84,0,true,true,false
cfC-endorsement_ferrandi_local_network-2486,endorsement_ferrandi_local_network,83,83,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2490,endorsement_chastagnier_social_democratic,95,95,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2492,endorsement_esteves_liberal_entrepreneur,90,90,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2496,endorsement_cazalis_institutional_continuity,91,89,2,true,true,false
cfC-endorsement_kervadec_left_intellectual-2507,endorsement_kervadec_left_intellectual,96,96,0,true,true,false
cfC-endorsement_ferrandi_local_network-2518,endorsement_ferrandi_local_network,78,77,1,true,true,false
cfC-endorsement_kervadec_left_intellectual-2539,endorsement_kervadec_left_intellectual,99,99,0,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2540,endorsement_esteves_liberal_entrepreneur,91,91,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2543,endorsement_aurousseau_green_governance,45,44,1,false,false,false
cfC-endorsement_ravignan_historic_right-2545,endorsement_ravignan_historic_right,59,59,0,false,false,false
cfC-endorsement_kervadec_left_intellectual-2555,endorsement_kervadec_left_intellectual,89,89,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-2557,endorsement_brancourt_sovereigntist,56,56,0,false,false,false
cfC-endorsement_ferrandi_local_network-2558,endorsement_ferrandi_local_network,90,90,0,true,true,false
cfC-endorsement_ravignan_historic_right-2561,endorsement_ravignan_historic_right,53,52,1,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2568,endorsement_cazalis_institutional_continuity,93,92,1,true,true,false
cfC-endorsement_chastagnier_social_democratic-2570,endorsement_chastagnier_social_democratic,87,87,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2575,endorsement_aurousseau_green_governance,39,38,1,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2576,endorsement_cazalis_institutional_continuity,92,84,8,true,true,false
cfC-endorsement_ravignan_historic_right-2577,endorsement_ravignan_historic_right,55,54,1,false,false,false
cfC-endorsement_ravignan_historic_right-2585,endorsement_ravignan_historic_right,53,52,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-2589,endorsement_brancourt_sovereigntist,88,88,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2592,endorsement_cazalis_institutional_continuity,90,87,3,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2596,endorsement_esteves_liberal_entrepreneur,56,56,0,false,false,false
cfC-endorsement_ferrandi_local_network-2606,endorsement_ferrandi_local_network,55,55,0,false,false,false
cfC-endorsement_brancourt_sovereigntist-2613,endorsement_brancourt_sovereigntist,86,86,0,true,true,false
cfC-endorsement_ferrandi_local_network-2614,endorsement_ferrandi_local_network,76,75,1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2616,endorsement_cazalis_institutional_continuity,86,89,-3,true,true,false
cfC-endorsement_ravignan_historic_right-2617,endorsement_ravignan_historic_right,53,52,1,false,false,false
cfC-endorsement_ravignan_historic_right-2625,endorsement_ravignan_historic_right,52,51,1,false,false,false
cfC-endorsement_ravignan_historic_right-2633,endorsement_ravignan_historic_right,48,48,0,false,false,false
cfC-endorsement_chastagnier_social_democratic-2634,endorsement_chastagnier_social_democratic,97,97,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2642,endorsement_chastagnier_social_democratic,97,97,0,true,true,false
cfC-endorsement_ravignan_historic_right-2657,endorsement_ravignan_historic_right,53,52,1,false,false,false
cfC-endorsement_brancourt_sovereigntist-2661,endorsement_brancourt_sovereigntist,81,81,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2663,endorsement_aurousseau_green_governance,78,77,1,true,true,false
cfC-endorsement_chastagnier_social_democratic-2666,endorsement_chastagnier_social_democratic,95,95,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-2669,endorsement_brancourt_sovereigntist,77,78,-1,true,true,false
cfC-endorsement_aurousseau_green_governance-2671,endorsement_aurousseau_green_governance,53,52,1,false,false,false
cfC-endorsement_chastagnier_social_democratic-2674,endorsement_chastagnier_social_democratic,97,97,0,true,true,false
cfC-endorsement_ferrandi_local_network-2678,endorsement_ferrandi_local_network,89,89,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2682,endorsement_chastagnier_social_democratic,90,90,0,true,true,false
cfC-endorsement_ravignan_historic_right-2689,endorsement_ravignan_historic_right,55,54,1,false,false,false
cfC-endorsement_aurousseau_green_governance-2695,endorsement_aurousseau_green_governance,52,51,1,false,false,false
cfC-endorsement_aurousseau_green_governance-2711,endorsement_aurousseau_green_governance,56,78,-22,false,true,true
cfC-endorsement_ravignan_historic_right-2713,endorsement_ravignan_historic_right,54,53,1,false,false,false
cfC-endorsement_aurousseau_green_governance-2719,endorsement_aurousseau_green_governance,73,55,18,true,false,true
cfC-endorsement_esteves_liberal_entrepreneur-2724,endorsement_esteves_liberal_entrepreneur,87,87,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-2725,endorsement_brancourt_sovereigntist,38,38,0,false,false,false
cfC-endorsement_ferrandi_local_network-2734,endorsement_ferrandi_local_network,97,96,1,true,true,false
cfC-endorsement_kervadec_left_intellectual-2739,endorsement_kervadec_left_intellectual,99,99,0,true,true,false
cfC-endorsement_ravignan_historic_right-2745,endorsement_ravignan_historic_right,54,54,0,false,false,false
cfC-endorsement_kervadec_left_intellectual-2747,endorsement_kervadec_left_intellectual,88,89,-1,true,true,false
cfC-endorsement_ferrandi_local_network-2750,endorsement_ferrandi_local_network,58,58,0,false,false,false
cfC-endorsement_chastagnier_social_democratic-2754,endorsement_chastagnier_social_democratic,97,98,-1,true,true,false
cfC-endorsement_ravignan_historic_right-2769,endorsement_ravignan_historic_right,58,57,1,false,false,false
cfC-endorsement_kervadec_left_intellectual-2771,endorsement_kervadec_left_intellectual,90,90,0,true,true,false
cfC-endorsement_brancourt_sovereigntist-2773,endorsement_brancourt_sovereigntist,48,49,-1,false,false,false
cfC-endorsement_ravignan_historic_right-2785,endorsement_ravignan_historic_right,49,47,2,false,false,false
cfC-endorsement_chastagnier_social_democratic-2786,endorsement_chastagnier_social_democratic,99,99,0,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2800,endorsement_cazalis_institutional_continuity,86,85,1,true,true,false
cfC-endorsement_aurousseau_green_governance-2815,endorsement_aurousseau_green_governance,75,74,1,true,true,false
cfC-endorsement_cazalis_institutional_continuity-2824,endorsement_cazalis_institutional_continuity,83,87,-4,true,true,false
cfC-endorsement_esteves_liberal_entrepreneur-2828,endorsement_esteves_liberal_entrepreneur,87,87,0,true,true,false
cfC-endorsement_chastagnier_social_democratic-2834,endorsement_chastagnier_social_democratic,81,81,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2839,endorsement_aurousseau_green_governance,58,54,4,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2840,endorsement_cazalis_institutional_continuity,86,86,0,true,true,false
cfC-endorsement_aurousseau_green_governance-2847,endorsement_aurousseau_green_governance,43,43,0,false,false,false
cfC-endorsement_cazalis_institutional_continuity-2848,endorsement_cazalis_institutional_continuity,81,82,-1,true,true,false
cfC-endorsement_brancourt_sovereigntist-2853,endorsement_brancourt_sovereigntist,75,76,-1,true,true,false
